id	effectiveTime	active	moduleId	definitionStatusId
82312001	20160131	1	900000000000207008	900000000000073002
82361004	20160131	1	900000000000207008	900000000000073002
82362006	20160131	1	900000000000207008	900000000000073002
82632005	20160131	1	900000000000207008	900000000000073002
82697002	20160131	1	900000000000207008	900000000000073002
82896009	20160131	1	900000000000207008	900000000000073002
83120002	20160131	1	900000000000207008	900000000000073002
83201006	20160131	1	900000000000207008	900000000000073002
83288003	20160131	1	900000000000207008	900000000000073002
83448006	20160131	1	900000000000207008	900000000000073002
83498007	20160131	0	900000000000207008	900000000000074008
83522001	20160131	1	900000000000207008	900000000000073002
83535005	20160131	0	900000000000207008	900000000000074008
83750004	20160131	1	900000000000207008	900000000000073002
83999008	20160131	1	900000000000207008	900000000000073002
84737005	20160131	1	900000000000207008	900000000000073002
84844007	20160131	1	900000000000207008	900000000000073002
85160003	20160131	0	900000000000207008	900000000000074008
85272000	20160131	1	900000000000207008	900000000000073002
85468002	20160131	1	900000000000207008	900000000000073002
85524002	20160131	0	900000000000207008	900000000000074008
85591001	20160131	1	900000000000207008	900000000000073002
85791004	20160131	1	900000000000207008	900000000000073002
86066003	20160131	1	900000000000207008	900000000000073002
86131002	20160131	1	900000000000207008	900000000000073002
86317005	20160131	1	900000000000207008	900000000000073002
86329001	20160131	0	900000000000207008	900000000000074008
86512000	20160131	0	900000000000207008	900000000000074008
86536001	20160131	1	900000000000207008	900000000000073002
86647004	20160131	1	900000000000207008	900000000000073002
86939001	20160131	1	900000000000207008	900000000000073002
87285001	20160131	1	900000000000207008	900000000000073002
87395005	20160131	1	900000000000207008	900000000000073002
87567009	20160131	1	900000000000207008	900000000000073002
87652004	20160131	1	900000000000207008	900000000000073002
87669002	20160131	1	900000000000207008	900000000000073002
88134000	20160131	1	900000000000207008	900000000000073002
88311004	20160131	1	900000000000207008	900000000000073002
88456007	20160131	0	900000000000207008	900000000000074008
88870000	20160131	1	900000000000207008	900000000000073002
89114005	20160131	1	900000000000207008	900000000000073002
89519005	20160131	1	900000000000207008	900000000000073002
89695009	20160131	1	900000000000207008	900000000000073002
89739006	20160131	1	900000000000207008	900000000000073002
89798000	20160131	1	900000000000207008	900000000000073002
90060000	20160131	0	900000000000207008	900000000000074008
90302003	20160131	1	900000000000207008	900000000000073002
90614001	20160131	1	900000000000207008	900000000000073002
90704004	20160131	1	900000000000207008	900000000000073002
91135008	20160131	1	900000000000207008	900000000000073002
91169009	20160131	1	900000000000207008	900000000000073002
91276009	20160131	1	900000000000207008	900000000000073002
91339009	20160131	1	900000000000207008	900000000000073002
91479004	20160131	1	900000000000207008	900000000000073002
91550008	20160131	0	900000000000207008	900000000000074008
91667005	20160131	1	900000000000207008	900000000000073002
95333004	20160131	1	900000000000207008	900000000000073002
95444008	20160131	0	900000000000207008	900000000000074008
96011002	20160131	1	900000000000207008	900000000000073002
96014005	20160131	1	900000000000207008	900000000000073002
96015006	20160131	1	900000000000207008	900000000000073002
96018008	20160131	1	900000000000207008	900000000000073002
96020006	20160131	1	900000000000207008	900000000000073002
96023008	20160131	1	900000000000207008	900000000000073002
96029007	20160131	1	900000000000207008	900000000000073002
96034006	20160131	1	900000000000207008	900000000000073002
96038009	20160131	1	900000000000207008	900000000000073002
96047001	20160131	1	900000000000207008	900000000000073002
96049003	20160131	1	900000000000207008	900000000000073002
96051004	20160131	1	900000000000207008	900000000000073002
96052006	20160131	1	900000000000207008	900000000000073002
96053001	20160131	1	900000000000207008	900000000000073002
96054007	20160131	1	900000000000207008	900000000000073002
96055008	20160131	1	900000000000207008	900000000000073002
96062004	20160131	1	900000000000207008	900000000000073002
96063009	20160131	1	900000000000207008	900000000000073002
96064003	20160131	1	900000000000207008	900000000000073002
96065002	20160131	1	900000000000207008	900000000000073002
96067005	20160131	1	900000000000207008	900000000000073002
96072001	20160131	1	900000000000207008	900000000000073002
96073006	20160131	1	900000000000207008	900000000000073002
96077007	20160131	1	900000000000207008	900000000000073002
96081007	20160131	1	900000000000207008	900000000000073002
96084004	20160131	1	900000000000207008	900000000000073002
96086002	20160131	1	900000000000207008	900000000000073002
96087006	20160131	1	900000000000207008	900000000000073002
96088001	20160131	1	900000000000207008	900000000000073002
96090000	20160131	1	900000000000207008	900000000000073002
96091001	20160131	1	900000000000207008	900000000000073002
96093003	20160131	1	900000000000207008	900000000000073002
96097002	20160131	1	900000000000207008	900000000000073002
96099004	20160131	1	900000000000207008	900000000000073002
96107005	20160131	1	900000000000207008	900000000000073002
96108000	20160131	1	900000000000207008	900000000000073002
96119002	20160131	1	900000000000207008	900000000000073002
96138006	20160131	1	900000000000207008	900000000000073002
96144005	20160131	1	900000000000207008	900000000000073002
96149000	20160131	1	900000000000207008	900000000000073002
96169005	20160131	1	900000000000207008	900000000000073002
96185000	20160131	1	900000000000207008	900000000000073002
96298001	20160131	1	900000000000207008	900000000000073002
96299009	20160131	1	900000000000207008	900000000000073002
96300001	20160131	1	900000000000207008	900000000000073002
96301002	20160131	1	900000000000207008	900000000000073002
96308008	20160131	1	900000000000207008	900000000000073002
96309000	20160131	1	900000000000207008	900000000000073002
96330009	20160131	0	900000000000207008	900000000000074008
102817002	20160131	0	900000000000207008	900000000000074008
102878001	20160131	1	900000000000207008	900000000000073002
103746007	20160131	1	900000000000207008	900000000000073002
104727001	20160131	0	900000000000207008	900000000000074008
105143009	20160131	0	900000000000207008	900000000000074008
105413002	20160131	1	900000000000207008	900000000000073002
105639006	20160131	1	900000000000207008	900000000000073002
105656003	20160131	1	900000000000207008	900000000000073002
105680004	20160131	1	900000000000207008	900000000000073002
105908007	20160131	1	900000000000207008	900000000000073002
105947009	20160131	0	900000000000207008	900000000000074008
106066004	20160131	1	900000000000207008	900000000000073002
106074003	20160131	0	900000000000207008	900000000000074008
106104001	20160131	1	900000000000207008	900000000000073002
106106004	20160131	1	900000000000207008	900000000000073002
